country,year,value
Finland,2004,15.722183075154
Finland,2003,15.4567323140138
Finland,2002,15.2453992330805
Finland,2001,15.0767515855428
Finland,2000,14.9164594925449
France,2022,21.3773491158756
France,2021,21.0507539717053
France,2020,20.747440901072
France,2019,20.4100888765873
France,2018,20.0394210628073
France,2017,19.6708486830069
France,2016,19.2846641669454
France,2015,18.8516269618174
France,2014,18.387873214191
France,2013,17.9295780155891
France,2012,17.4830959695717
France,2011,17.0554720144704
France,2010,16.7822818238459
France,2009,16.6603292280856
France,2008,16.5489941970548
France,2007,16.4622881383827
France,2006,16.4417997065665
France,2005,16.4377318294942
France,2004,16.3656994827148
France,2003,16.2833219150672
France,2002,16.2151106246385
France,2001,16.1191468960649
France,2000,16.0086458283083
Greece,2022,23.2281742678017
Greece,2021,22.8389533365326
Greece,2020,22.3934327342108
Greece,2019,22.1273853041386
Greece,2018,21.8966337548395
Greece,2017,21.6563374262051
Greece,2016,21.3988876993596
Greece,2015,21.0794802004731
Greece,2014,20.6970672852563
Greece,2013,20.2915184129021
Greece,2012,19.8890960349321
Greece,2011,19.5073861649055
Greece,2010,19.1578896272878
Greece,2009,18.8829939749204
Greece,2008,18.7114015581294
Greece,2007,18.6048300174461
Greece,2006,18.489341535326
Greece,2005,18.324814559179
Greece,2004,18.1032230996581
Greece,2003,17.8326525756216
Greece,2002,17.5345403019967
Greece,2001,17.2643804550213
Greece,2000,17.0253560470145
Hungary,2022,20.6075593133653
Hungary,2021,20.4050134893418
Hungary,2020,20.0906737724303
Hungary,2019,19.6029229874294
Hungary,2018,19.1292329288769
Hungary,2017,18.7797493757284
Hungary,2016,18.4382661409188
Hungary,2015,18.0559904650891
Hungary,2014,17.6863017779257
Hungary,2013,17.3215490022521
Hungary,2012,16.9920445700114
Hungary,2011,16.702614184748
Hungary,2010,16.4983294883917
Hungary,2009,16.3035583696567
Hungary,2008,16.0784880624344
Hungary,2007,15.8737698114172
Hungary,2006,15.6863377235075
Hungary,2005,15.5256869215135
Hungary,2004,15.3777428066872
Hungary,2003,15.2593891183497
Hungary,2002,15.1445305011888
Hungary,2001,15.0282982957088
Hungary,2000,14.9079600272781
Italy,2022,23.929189689659
Italy,2021,23.6619735523658
Italy,2020,23.379233231567
Italy,2019,23.104171093177
Italy,2018,22.8062143288843
Italy,2017,22.558669089969
Italy,2016,22.3095886391617
Italy,2015,22.0285256126439
Italy,2014,21.6978740078895
Italy,2013,21.330672420342
Italy,2012,20.9966444751961
Italy,2011,20.6879338870931
Italy,2010,20.4589612100469
Italy,2009,20.3135164047155
Italy,2008,20.2043389169453
Italy,2007,20.1236179704111
Italy,2006,19.9355953277602
Italy,2005,19.6352354411702
Italy,2004,19.329212127098
Italy,2003,19.0525655493978
Italy,2002,18.7987896858146
Italy,2001,18.5127619063707
Italy,2000,18.2167668390368
Netherlands,2022,19.9012830406524
Netherlands,2021,19.6618088308361
Netherlands,2020,19.3703952280046
Netherlands,2019,19.0648534024819
Netherlands,2018,18.7510079268288
Netherlands,2017,18.4202330068604
Netherlands,2016,18.0943972670713
Netherlands,2015,17.7566909073968
Netherlands,2014,17.3524406523196
Netherlands,2013,16.8801636441145
Netherlands,2012,16.3399904352262
Netherlands,2011,15.7302862366438
Netherlands,2010,15.2790715770186
Netherlands,2009,14.9930922462337
Netherlands,2008,14.7046277162167
Netherlands,2007,14.454348786975
Netherlands,2006,14.2338889130898
Netherlands,2005,14.0184905479326
Netherlands,2004,13.8139505760091
Netherlands,2003,13.6596873008176
Netherlands,2002,13.5686676079293
Netherlands,2001,13.5185712153809
Netherlands,2000,13.4807797576145
Poland,2022,19.0192157040405
Poland,2021,18.5352368986876
Poland,2020,18.0760468179361
Poland,2019,17.5584217024462
Poland,2018,17.0145616085721
Poland,2017,16.4659360432975
Poland,2016,15.9129115092505
Poland,2015,15.3775328347538
Poland,2014,14.8828006858362
Poland,2013,14.4308218173312
Poland,2012,14.0246184967044
Poland,2011,13.7095291987932
Poland,2010,13.5707882889596
Poland,2009,13.5455278786164
Poland,2008,13.5105109493124
Poland,2007,13.4643695818097
Poland,2006,13.3771602010519
Poland,2005,13.2347926244254
Poland,2004,13.0597041907722
Poland,2003,12.8743856195046
Poland,2002,12.6821987408228
Poland,2001,12.4652183478354
Poland,2000,12.2441691813974
Portugal,2022,23.688003515383
Portugal,2021,23.2908706037669
Portugal,2020,22.8627033998973
Portugal,2019,22.3900784021367
Portugal,2018,21.9323930135851
Portugal,2017,21.4882830483163
Portugal,2016,21.026998642616
Portugal,2015,20.5742532955034
Portugal,2014,20.1141031472732
Portugal,2013,19.6276592820198
Portugal,2012,19.2003728663626
Portugal,2011,18.8655829835079
Portugal,2010,18.5177045107792
Portugal,2009,18.1758554317889
Portugal,2008,17.8926883414037
Portugal,2007,17.6626196823508
Portugal,2006,17.4641870294143
Portugal,2005,17.2680626718468
Portugal,2004,17.041398598076
Portugal,2003,16.8062925634515
Portugal,2002,16.6060663913453
Portugal,2001,16.3877131724044
Portugal,2000,16.1309006351084
Romania,2022,19.5152470245056
Romania,2021,19.3269658332554
Romania,2020,19.0166656963587
Romania,2019,18.604236526527
Romania,2018,18.2496778221635
Romania,2017,17.9121340991497
Romania,2016,17.5741928757273
Romania,2015,17.209625303825
Romania,2014,16.7939266755188
Romania,2013,16.4582814237269
Romania,2012,16.2663527867529
Romania,2011,16.0573968725291
Romania,2010,15.8399964683843
Romania,2009,15.628888988839
Romania,2008,15.4152530110178
Romania,2007,15.252749354646
Romania,2006,15.0906344716068
Romania,2005,14.916750094722
Romania,2004,14.7036701374455
Romania,2003,14.4342818207771
Romania,2002,14.1312570893091
Romania,2001,13.8003051334477
Romania,2000,13.4875679488788
Sweden,2022,20.3419018248482
Sweden,2021,20.1967832299352
Sweden,2020,20.0599853974717
Sweden,2019,19.9506621429353
Sweden,2018,19.8625371600706
Sweden,2017,19.8018336203973
Sweden,2016,19.773834861054
Sweden,2015,19.6982615865952
Sweden,2014,19.5210692673755
Sweden,2013,19.2744218602549
Sweden,2012,18.9775519929568
Sweden,2011,18.6361385585896
Sweden,2010,18.2772882991165
Sweden,2009,17.9392423059468
Sweden,2008,17.6463898740767
Sweden,2007,17.4358344844156
Sweden,2006,17.3280897136683
Sweden,2005,17.2765354335417
Sweden,2004,17.2124300845409
Sweden,2003,17.16497007121
Sweden,2002,17.1764203133283
Sweden,2001,17.2157520077936
Sweden,2000,17.2641350678943
