country,year,value
Germany,2001,78.3292682926829
Germany,2000,77.9268292682927
Denmark,2022,81.3048780487805
Denmark,2021,81.4048780487805
Denmark,2020,81.6024390243903
Denmark,2019,81.4512195121951
Denmark,2018,80.9536585365854
Denmark,2017,81.1024390243903
Denmark,2016,80.8536585365854
Denmark,2015,80.7024390243902
Denmark,2014,80.7
Denmark,2013,80.3
Denmark,2012,80.0512195121951
Denmark,2011,79.8
Denmark,2010,79.1
Denmark,2009,78.5975609756098
Denmark,2008,78.4463414634146
Denmark,2007,78.1951219512195
Denmark,2006,78.0951219512195
Denmark,2005,77.8439024390244
Denmark,2004,77.4926829268293
Denmark,2003,77.1439024390244
Denmark,2002,76.8951219512195
Denmark,2001,76.7926829268293
Denmark,2000,76.5926829268293
Spain,2022,83.1341463414634
Spain,2021,83.1780487804878
Spain,2020,82.2317073170732
Spain,2019,83.8317073170732
Spain,2018,83.4317073170732
Spain,2017,83.2829268292683
Spain,2016,83.3292682926829
Spain,2015,82.8317073170732
Spain,2014,83.2292682926829
Spain,2013,83.0780487804878
Spain,2012,82.4268292682927
Spain,2011,82.4756097560976
Spain,2010,81.6268292682927
Spain,2009,81.4756097560976
Spain,2008,81.1756097560976
Spain,2007,80.8731707317073
Spain,2006,80.8219512195122
Spain,2005,80.1707317073171
Spain,2004,79.8707317073171
Spain,2003,79.619512195122
Spain,2002,79.5682926829268
Spain,2001,79.3682926829268
Spain,2000,78.9658536585366
Finland,2022,81.1878048780488
Finland,2021,81.8853658536585
Finland,2020,81.9317073170732
Finland,2019,81.9829268292683
Finland,2018,81.7341463414634
Finland,2017,81.6317073170732
Finland,2016,81.4292682926829
Finland,2015,81.4804878048781
Finland,2014,81.1804878048781
Finland,2013,80.9756097560976
Finland,2012,80.6268292682927
Finland,2011,80.4707317073171
Finland,2010,79.8707317073171
Finland,2009,79.719512195122
Finland,2008,79.5682926829268
Finland,2007,79.2634146341464
Finland,2006,79.2146341463415
Finland,2005,78.8170731707317
Finland,2004,78.7146341463415
Finland,2003,78.3682926829268
Finland,2002,78.119512195122
Finland,2001,77.9658536585366
Finland,2000,77.4658536585366
France,2022,82.1292682926829
France,2021,82.3243902439024
France,2020,82.1756097560976
France,2019,82.8268292682927
France,2018,82.6756097560976
France,2017,82.5756097560976
France,2016,82.5731707317073
France,2015,82.3219512195122
France,2014,82.719512195122
France,2013,82.219512195122
France,2012,81.9682926829268
France,2011,82.1146341463415
France,2010,81.6634146341463
France,2009,81.4146341463415
France,2008,81.2146341463415
France,2007,81.1121951219512
France,2006,80.8121951219512
France,2005,80.1634146341463
France,2004,80.1634146341463
France,2003,79.1146341463415
France,2002,79.2609756097561
France,2001,79.1585365853659
France,2000,79.0560975609756
Greece,2022,80.7878048780488
Greece,2021,80.0829268292683
Greece,2020,81.2878048780488
Greece,2019,81.6390243902439
Greece,2018,81.7878048780488
Greece,2017,81.2878048780488
Greece,2016,81.3878048780488
Greece,2015,81.0365853658537
Greece,2014,81.3853658536585
Greece,2013,81.2853658536585
Greece,2012,80.6341463414634
Greece,2011,80.7317073170732
Greece,2010,80.3878048780488
Greece,2009,80.1878048780488
Greece,2008,79.9390243902439
Greece,2007,79.4390243902439
Greece,2006,79.4390243902439
Greece,2005,79.2390243902439
Greece,2004,79.0390243902439
Greece,2003,78.8414634146341
Greece,2002,78.6414634146341
Greece,2001,78.3878048780488
Greece,2000,77.8878048780488
Hungary,2022,75.8682926829268
Hungary,2021,74.0658536585366
Hungary,2020,75.419512195122
Hungary,2019,76.3195121951219
Hungary,2018,76.0658536585366
Hungary,2017,75.8170731707317
Hungary,2016,76.0634146341464
Hungary,2015,75.5682926829269
Hungary,2014,75.7634146341463
Hungary,2013,75.5658536585366
Hungary,2012,75.0634146341463
Hungary,2011,74.8585365853659
Hungary,2010,74.2073170731707
Hungary,2009,73.9048780487805
Hungary,2008,73.7024390243903
Hungary,2007,73.1512195121951
Hungary,2006,73.0975609756098
Hungary,2005,72.6487804878049
Hungary,2004,72.6487804878049
Hungary,2003,72.3
Hungary,2002,72.3487804878049
Hungary,2001,72.2487804878049
Hungary,2000,71.2463414634146
Italy,2022,82.7
Italy,2021,82.6463414634146
Italy,2020,82.1951219512195
Italy,2019,83.4975609756098
Italy,2018,83.3463414634146
Italy,2017,82.9463414634147
Italy,2016,83.2439024390244
Italy,2015,82.5439024390244
Italy,2014,83.090243902439
Italy,2013,82.690243902439
Italy,2012,82.2390243902439
Italy,2011,82.1878048780488
Italy,2010,82.0365853658537
Italy,2009,81.6365853658537
Italy,2008,81.4853658536585
Italy,2007,81.4341463414634
Italy,2006,81.2829268292683
Italy,2005,80.7829268292683
Italy,2004,80.7804878048781
Italy,2003,79.9829268292683
Italy,2002,80.2292682926829
Italy,2001,80.1268292682927
Italy,2000,79.7780487804878
Netherlands,2022,81.6146341463415
Netherlands,2021,81.309756097561
Netherlands,2020,81.3585365853659
Netherlands,2019,82.1121951219512
Netherlands,2018,81.8121951219512
Netherlands,2017,81.7609756097561
Netherlands,2016,81.5609756097561
Netherlands,2015,81.509756097561
Netherlands,2014,81.7073170731707
Netherlands,2013,81.3048780487805
Netherlands,2012,81.1048780487805
Netherlands,2011,81.2048780487805
Netherlands,2010,80.7024390243902
Netherlands,2009,80.5487804878049
Netherlands,2008,80.2512195121951
Netherlands,2007,80.0975609756098
Netherlands,2006,79.6975609756098
Netherlands,2005,79.3463414634146
Netherlands,2004,79.0951219512195
Netherlands,2003,78.4926829268293
Netherlands,2002,78.2926829268293
Netherlands,2001,78.190243902439
Netherlands,2000,77.9878048780488
Poland,2022,77.1560975609756
Poland,2021,75.3512195121951
Poland,2020,76.4
Poland,2019,77.9048780487805
Poland,2018,77.6024390243903
Poland,2017,77.7536585365854
Poland,2016,77.8512195121951
Poland,2015,77.4512195121951
Poland,2014,77.6024390243903
Poland,2013,77.0
Poland,2012,76.7463414634146
Poland,2011,76.6951219512195
Poland,2010,76.2463414634146
Poland,2009,75.6951219512195
Poland,2008,75.5439024390244
Poland,2007,75.2439024390244
Poland,2006,75.1439024390244
Poland,2005,74.9951219512195
Poland,2004,74.8463414634146
Poland,2003,74.5975609756098
Poland,2002,74.4975609756098
Poland,2001,74.2
Poland,2000,73.7487804878049
Portugal,2022,81.6317073170732
Portugal,2021,81.3780487804878
Portugal,2020,81.3292682926829
Portugal,2019,81.6756097560976
Portugal,2018,81.3243902439024
Portugal,2017,81.4243902439025
Portugal,2016,81.1243902439025
Portugal,2015,81.1243902439025
Portugal,2014,81.1219512195122
Portugal,2013,80.7219512195122
Portugal,2012,80.3731707317073
Portugal,2011,80.4707317073171
Portugal,2010,79.0268292682927
Portugal,2009,78.7268292682927
Portugal,2008,78.5243902439025
Portugal,2007,78.3219512195122
Portugal,2006,78.419512195122
Portugal,2005,78.0707317073171
Portugal,2004,77.6707317073171
Portugal,2003,77.219512195122
Portugal,2002,77.0658536585366
Portugal,2001,76.8146341463415
Portugal,2000,76.3146341463415
Romania,2022,75.1536585365854
Romania,2021,72.809756097561
Romania,2020,74.2536585365854
Romania,2019,75.6073170731707
Romania,2018,75.3585365853659
Romania,2017,75.209756097561
Romania,2016,75.209756097561
Romania,2015,74.9121951219512
Romania,2014,74.909756097561
Romania,2013,75.0634146341463
Romania,2012,74.4121951219512
Romania,2011,74.409756097561
Romania,2010,73.4585365853659
Romania,2009,73.309756097561
Romania,2008,72.5658536585366
Romania,2007,72.5658536585366
Romania,2006,72.1634146341463
Romania,2005,71.9121951219512
Romania,2004,71.5609756097561
Romania,2003,71.309756097561
Romania,2002,71.009756097561
Romania,2001,71.1609756097561
Romania,2000,71.1634146341463
Sweden,2022,83.0585365853659
Sweden,2021,83.0560975609756
Sweden,2020,82.3560975609756
Sweden,2019,83.109756097561
Sweden,2018,82.5585365853659
Sweden,2017,82.409756097561
Sweden,2016,82.3073170731707
Sweden,2015,82.2048780487805
Sweden,2014,82.2536585365854
Sweden,2013,81.9560975609756
Sweden,2012,81.7048780487805
Sweden,2011,81.8024390243903
Sweden,2010,81.4512195121951
Sweden,2009,81.3512195121951
Sweden,2008,81.1
Sweden,2007,80.9
Sweden,2006,80.7487804878049
Sweden,2005,80.5463414634146
Sweden,2004,80.4975609756098
Sweden,2003,80.0951219512195
Sweden,2002,79.8463414634146
Sweden,2001,79.7951219512195
Sweden,2000,79.6439024390244
